Sploosh-o-matic | https://cdn.wikimg.net/en/splatoonwiki/images/thumb/1/1a/S2_Weapon_Main_Sploosh-o-matic.png/64px-S2_Weapon_Main_Sploosh-o-matic.png | Shooter | Curling Bomb <:curling:451732483688497152> | Splashdown <:splashdown:451734463332876289> | 10 | 9700 | 38 | 0.8 | 170 | 12 | 52 | 75
Zink Mini Splatling | https://cdn.wikimg.net/en/splatoonwiki/images/thumb/c/ce/S2_Weapon_Main_Zink_Mini_Splatling.png/32px-S2_Weapon_Main_Zink_Mini_Splatling.png | Splatling | Curling Bomb <:curling:451732483688497152> | Ink Storm <:storm:451734059991826452> | 26 | 15400 | 32 | 15 | 190 | 62 | 80 | 90
Heavy Splatling | https://cdn.wikimg.net/en/splatoonwiki/images/thumb/2/2f/S2_Weapon_Main_Heavy_Splatling.png/64px-S2_Weapon_Main_Heavy_Splatling.png | Splatling | Sprinkler <:sprinkler:451733051030896661> | Sting Ray <:stingray:451734582258171904> | 8 | 7800 | 32 | 22.5 | 200 | 78 | 38 | 50
Heavy Splatling Deco | https://cdn.wikimg.net/en/splatoonwiki/images/thumb/9/9a/S2_Weapon_Main_Heavy_Splatling_Deco.png/32px-S2_Weapon_Main_Heavy_Splatling_Deco.png | Splatling | Splash Wall <:wall:451732942847213568> | Bubble Blower <:bubble:451733595829174273> | 12 | 9600 | 32 | 22.5 | 180 | 78 | 38 | 50
Hero Splatling Replica | https://cdn.wikimg.net/en/splatoonwiki/images/thumb/a/a0/S2_Weapon_Main_Hero_Splatling_Replica.png/32px-S2_Weapon_Main_Hero_Splatling_Replica.png | Splatling | Sprinkler <:sprinkler:451733051030896661> | Sting Ray <:stingray:451734582258171904> | 8 | 7800 | 32 | 22.5 | 200 | 78 | 38 | 50
Hydra Splatling | https://cdn.wikimg.net/en/splatoonwiki/images/thumb/6/69/S2_Weapon_Main_Hydra_Splatling.png/64px-S2_Weapon_Main_Hydra_Splatling.png | Splatling | Autobomb <:auto:451732432740286464> | Splashdown <:splashdown:451734463332876289> | 27 | 18500 | 35 | 35 | 190 | 85 | 10 | 20
Dapple Dualies | https://cdn.wikimg.net/en/splatoonwiki/images/thumb/6/69/S2_Weapon_Main_Dapple_Dualies.png/64px-S2_Weapon_Main_Dapple_Dualies.png | Dualies | Squid Beakon <:beakon:451733111433068557> | Suction Bomb Launcher <:suctionlauncher:451734826639425536> | 26 | 14700 | 36 | 0.75%, (2x) 5 | 180 | 24 | 47 | 80
Dapple Dualies Nouveau | https://cdn.wikimg.net/en/splatoonwiki/images/thumb/2/20/S2_Weapon_Main_Dapple_Dualies_Nouveau.png/32px-S2_Weapon_Main_Dapple_Dualies_Nouveau.png | Dualies | Toxic Mist <:mist:451733194149199873> | Ink Storm <:storm:451734059991826452> | 29 | 17500 | 36 | 0.75%, (2x) 5 | 170 | 24 | 47 | 80
Splat Dualies | https://cdn.wikimg.net/en/splatoonwiki/images/thumb/d/de/S2_Weapon_Main_Splat_Dualies.png/64px-S2_Weapon_Main_Splat_Dualies.png | Dualies | Burst Bomb <:burst:451732329153691648> | Tenta Missiles <:missiles:451734631775993876> | 4 | 2400 | 30 | 0.8, (2x) 6 | 180 | 50 | 22 | 70
Enperry Splat Dualies | https://cdn.wikimg.net/en/splatoonwiki/images/thumb/6/69/S2_Weapon_Main_Enperry_Splat_Dualies.png/32px-S2_Weapon_Main_Enperry_Splat_Dualies.png | Dualies | Curling Bomb <:curling:451732483688497152> | Inkjet <:inkjet:451733714712657921> | 11 | 9000 | 30 | 0.8%, (2x) 6 | 180 | 50 | 22 | 70
Hero Dualie Replicas | https://cdn.wikimg.net/en/splatoonwiki/images/thumb/4/4b/S2_Weapon_Main_Hero_Dualie_Replicas.png/32px-S2_Weapon_Main_Hero_Dualie_Replicas.png | Dualies | Burst Bomb <:burst:451732329153691648> | Tenta Missiles <:missiles:451734631775993876> | 4 | 2400 | 30 | 0.8, (2x) 6 | 180 | 50 | 22 | 70
Glooga Dualies | https://cdn.wikimg.net/en/splatoonwiki/images/thumb/6/68/S2_Weapon_Main_Glooga_Dualies.png/64px-S2_Weapon_Main_Glooga_Dualies.png | Dualies | Ink Mine <:mine:451732593054973952> | Inkjet <:inkjet:451733714712657921> | 17 | 11800 | 36, Post-roll: 52.5 | 1.6%, (2x) 8 | 180 | 56 | 76 | 35
Glooga Dualies Deco | https://cdn.wikimg.net/en/splatoonwiki/images/thumb/8/82/S2_Weapon_Main_Glooga_Dualies_Deco.png/32px-S2_Weapon_Main_Glooga_Dualies_Deco.png | Dualies | Splash Wall <:wall:451732942847213568> | Baller <:baller:451733454154104842> | 24 | 13700 | 36, Post-roll: 52.5 | 2.6%, (2x) 8 | 180 | 56 | 76 | 35
Dualie Squelchers | https://cdn.wikimg.net/en/splatoonwiki/images/thumb/3/33/S2_Weapon_Main_Dualie_Squelchers.png/64px-S2_Weapon_Main_Dualie_Squelchers.png | Dualies | Point Sensor <:pointsensor:451732891727036416> | Tenta Missiles <:missiles:451734631775993876> | 12 | 9800 | 28 | 1%, (2x) 5 | 180 | 70 | 22 | 60
Custom Dualie Squelchers | https://cdn.wikimg.net/en/splatoonwiki/images/thumb/1/15/S2_Weapon_Main_Custom_Dualie_Squelchers.png/32px-S2_Weapon_Main_Custom_Dualie_Squelchers.png | Dualies | Splat Bomb <:splat:451732998589644800> | Ink Storm <:storm:451734059991826452> | 16 | 12900 | 28 | 1%, (2x) 5 | 190 | 70 | 22 | 60
Dark Tetra Dualies | https://cdn.wikimg.net/en/splatoonwiki/images/thumb/8/8d/S2_Weapon_Main_Dark_Tetra_Dualies.png/64px-S2_Weapon_Main_Dark_Tetra_Dualies.png | Dualies | Autobomb <:auto:451732432740286464> | Splashdown <:splashdown:451734463332876289> | 15 | 10700 | 28 | 0.8%, (4x) 4 | 170 | 50 | 22 | 90
Splat Brella | https://cdn.wikimg.net/en/splatoonwiki/images/thumb/6/69/S2_Weapon_Main_Splat_Brella.png/64px-S2_Weapon_Main_Splat_Brella.png | Brella | Sprinkler <:sprinkler:451733051030896661> | Ink Storm <:storm:451734059991826452> | 9 | 8300 | 18-90, 30 | 5.5%, 30 | 190 | 43 | 65 | 60
Sorella Brella | https://cdn.wikimg.net/en/splatoonwiki/images/thumb/c/c3/S2_Weapon_Main_Sorella_Brella.png/32px-S2_Weapon_Main_Sorella_Brella.png | Brella | Autobomb <:auto:451732432740286464> | Splat Bomb Launcher <:splatlauncher:451733512232632320> | 15 | 12000 | 18-90, 30 | 5.5%, 30 | 180 | 43 | 65 | 60
Hero Brella | https://cdn.wikimg.net/en/splatoonwiki/images/thumb/9/96/S2_Weapon_Main_Hero_Brella_Replica.png/32px-S2_Weapon_Main_Hero_Brella_Replica.png | Brella | Sprinkler <:sprinkler:451733051030896661> | Ink Storm <:storm:451734059991826452> | 9 | 8300 | 18-90, 30 | 5.5%, 30 | 190 | 43 | 65 | 60
Tenta Brella | https://cdn.wikimg.net/en/splatoonwiki/images/thumb/f/f5/S2_Weapon_Main_Tenta_Brella.png/64px-S2_Weapon_Main_Tenta_Brella.png | Brella | Squid Beakon <:beakon:451733111433068557> | Bubble Blower <:bubble:451733595829174273> | 23 | 14200 | 17.5-122.5, 30 | 10%, 30 | 170 | 62 | 85 | 85
Undercover Brella | https://cdn.wikimg.net/en/splatoonwiki/images/thumb/e/e6/S2_Weapon_Main_Undercover_Brella.png/64px-S2_Weapon_Main_Undercover_Brella.png | Brella | Ink Mine <:mine:451732593054973952> | Splashdown <:splashdown:451734463332876289> | 13 | 9100 | 10-40, 15 | 4%, N/A - 0 | 160 | 50 | 30 | 25
Undercover Sorella Brella | https://cdn.wikimg.net/en/splatoonwiki/images/thumb/9/93/S2_Weapon_Main_Undercover_Sorella_Brella.png/32px-S2_Weapon_Main_Undercover_Sorella_Brella.png | Brella | Splat Bomb <:splat:451732998589644800> | Baller <:baller:451733454154104842> | 19 | 11900 | 10-40, 15 | 4%, N/A - 0 | 180 | 50 | 30 | 25
